unit,caste,land_unit,num_men,man_entity,armour,charge_bonus,melee_attack,melee_defence,morale,primary_melee_weapon,mass,hit_points,size,bonus_v_large,damage,ap_damage,melee_weapon_type,melee_attack_interval,armour_value
wh2_dlc10_def_cha_supreme_sorceress_dark_1,lord,wh2_dlc10_def_cha_supreme_sorceress_dark_1,1,wh2_main_def_infantry_hero_blood_low_kb_resist,wh2_main_plate_40,35,39,30,75,wh2_main_def_sorceress_staff,400.0000,8,small,0,200,85,sword,4.0000,40
wh2_dlc10_def_cha_supreme_sorceress_dark_2,lord,wh2_dlc10_def_cha_supreme_sorceress_dark_2,1,wh2_main_def_infantry_hero_blood_low_kb_resist,wh2_main_body_60,35,39,30,75,wh2_main_def_sorceress_cold_one,400.0000,8,small,0,85,200,axe,4.0000,60
wh2_dlc10_def_cha_supreme_sorceress_dark_3,lord,wh2_dlc10_def_cha_supreme_sorceress_dark_3,1,wh2_main_def_infantry_hero_blood_low_kb_resist,wh2_main_plate_40,50,39,30,75,wh2_main_def_sorceress_staff,400.0000,8,small,0,200,85,sword,4.0000,40
wh2_dlc10_def_cha_supreme_sorceress_dark_4,lord,wh2_dlc10_def_cha_supreme_sorceress_dark_4,1,wh2_main_def_infantry_hero_blood_low_kb_resist,wh2_main_body_80,50,40,34,75,wh_dlc01_chs_manticore,400.0000,8,small,0,290,155,axe,3.6000,80
wh2_dlc10_def_cha_supreme_sorceress_dark_5,lord,wh2_dlc10_def_cha_supreme_sorceress_dark_5,1,wh2_main_def_infantry_hero_blood_low_kb_resist,wh2_main_body_90,50,50,46,75,wh2_main_def_dreadlord_female_black_dragon,400.0000,8,small,0,140,380,axe,3.8000,90
wh2_dlc10_def_cha_supreme_sorceress_death_0,lord,wh2_dlc10_def_cha_supreme_sorceress_death_0,1,wh2_main_def_infantry_hero_blood_low_kb_resist,wh2_main_body_10,15,39,30,75,wh2_main_def_sorceress_staff,400.0000,8,small,0,200,85,sword,4.0000,10
wh2_dlc10_def_cha_supreme_sorceress_death_1,lord,wh2_dlc10_def_cha_supreme_sorceress_death_1,1,wh2_main_def_infantry_hero_blood_low_kb_resist,wh2_main_plate_40,35,39,30,75,wh2_main_def_sorceress_staff,400.0000,8,small,0,200,85,sword,4.0000,40
wh2_dlc10_def_cha_supreme_sorceress_death_2,lord,wh2_dlc10_def_cha_supreme_sorceress_death_2,1,wh2_main_def_infantry_hero_blood_low_kb_resist,wh2_main_body_60,35,39,30,75,wh2_main_def_sorceress_cold_one,400.0000,8,small,0,85,200,axe,4.0000,60
wh2_dlc10_def_cha_supreme_sorceress_death_3,lord,wh2_dlc10_def_cha_supreme_sorceress_death_3,1,wh2_main_def_infantry_hero_blood_low_kb_resist,wh2_main_plate_40,50,39,30,75,wh2_main_def_sorceress_staff,400.0000,8,small,0,200,85,sword,4.0000,40
wh2_dlc10_def_cha_supreme_sorceress_death_4,lord,wh2_dlc10_def_cha_supreme_sorceress_death_4,1,wh2_main_def_infantry_hero_blood_low_kb_resist,wh2_main_body_80,50,40,34,75,wh_dlc01_chs_manticore,400.0000,8,small,0,290,155,axe,3.6000,80
wh2_dlc10_def_cha_supreme_sorceress_death_5,lord,wh2_dlc10_def_cha_supreme_sorceress_death_5,1,wh2_main_def_infantry_hero_blood_low_kb_resist,wh2_main_body_90,50,50,46,75,wh2_main_def_dreadlord_female_black_dragon,400.0000,8,small,0,140,380,axe,3.8000,90
wh2_dlc10_def_cha_supreme_sorceress_fire_0,lord,wh2_dlc10_def_cha_supreme_sorceress_fire_0,1,wh2_main_def_infantry_hero_blood_low_kb_resist,wh2_main_body_10,15,39,30,75,wh2_main_def_sorceress_staff,400.0000,8,small,0,200,85,sword,4.0000,10
wh2_dlc10_def_cha_supreme_sorceress_fire_1,lord,wh2_dlc10_def_cha_supreme_sorceress_fire_1,1,wh2_main_def_infantry_hero_blood_low_kb_resist,wh2_main_plate_40,35,39,30,75,wh2_main_def_sorceress_staff,400.0000,8,small,0,200,85,sword,4.0000,40
wh2_dlc10_def_cha_supreme_sorceress_fire_2,lord,wh2_dlc10_def_cha_supreme_sorceress_fire_2,1,wh2_main_def_infantry_hero_blood_low_kb_resist,wh2_main_body_60,35,39,30,75,wh2_main_def_sorceress_cold_one,400.0000,8,small,0,85,200,axe,4.0000,60
wh2_dlc10_def_cha_supreme_sorceress_fire_3,lord,wh2_dlc10_def_cha_supreme_sorceress_fire_3,1,wh2_main_def_infantry_hero_blood_low_kb_resist,wh2_main_plate_40,50,39,30,75,wh2_main_def_sorceress_staff,400.0000,8,small,0,200,85,sword,4.0000,40
wh2_dlc10_def_cha_supreme_sorceress_fire_4,lord,wh2_dlc10_def_cha_supreme_sorceress_fire_4,1,wh2_main_def_infantry_hero_blood_low_kb_resist,wh2_main_body_80,50,40,34,75,wh_dlc01_chs_manticore,400.0000,8,small,0,290,155,axe,3.6000,80
wh2_dlc10_def_cha_supreme_sorceress_fire_5,lord,wh2_dlc10_def_cha_supreme_sorceress_fire_5,1,wh2_main_def_infantry_hero_blood_low_kb_resist,wh2_main_body_90,50,50,46,75,wh2_main_def_dreadlord_female_black_dragon,400.0000,8,small,0,140,380,axe,3.8000,90
wh2_dlc10_def_cha_supreme_sorceress_shadow_0,lord,wh2_dlc10_def_cha_supreme_sorceress_shadow_0,1,wh2_main_def_infantry_hero_blood_low_kb_resist,wh2_main_body_10,15,39,30,75,wh2_main_def_sorceress_staff,400.0000,8,small,0,200,85,sword,4.0000,10
wh2_dlc10_def_cha_supreme_sorceress_shadow_1,lord,wh2_dlc10_def_cha_supreme_sorceress_shadow_1,1,wh2_main_def_infantry_hero_blood_low_kb_resist,wh2_main_plate_40,35,39,30,75,wh2_main_def_sorceress_staff,400.0000,8,small,0,200,85,sword,4.0000,40
wh2_dlc10_def_cha_supreme_sorceress_shadow_2,lord,wh2_dlc10_def_cha_supreme_sorceress_shadow_2,1,wh2_main_def_infantry_hero_blood_low_kb_resist,wh2_main_body_60,35,39,30,75,wh2_main_def_sorceress_cold_one,400.0000,8,small,0,85,200,axe,4.0000,60
wh2_dlc10_def_cha_supreme_sorceress_shadow_3,lord,wh2_dlc10_def_cha_supreme_sorceress_shadow_3,1,wh2_main_def_infantry_hero_blood_low_kb_resist,wh2_main_plate_40,50,39,30,75,wh2_main_def_sorceress_staff,400.0000,8,small,0,200,85,sword,4.0000,40
wh2_dlc10_def_cha_supreme_sorceress_shadow_4,lord,wh2_dlc10_def_cha_supreme_sorceress_shadow_4,1,wh2_main_def_infantry_hero_blood_low_kb_resist,wh2_main_body_80,50,40,34,75,wh_dlc01_chs_manticore,400.0000,8,small,0,290,155,axe,3.6000,80
wh2_dlc10_def_cha_supreme_sorceress_shadow_5,lord,wh2_dlc10_def_cha_supreme_sorceress_shadow_5,1,wh2_main_def_infantry_hero_blood_low_kb_resist,wh2_main_body_90,50,50,46,75,wh2_main_def_dreadlord_female_black_dragon,400.0000,8,small,0,140,380,axe,3.8000,90
wh2_dlc10_def_inf_blades_of_the_blood_queen_ror_0,melee_infantry,wh2_dlc10_def_inf_blades_of_the_blood_queen_ror_0,100,wh2_main_def_infantry_medium_blood_dismembers,wh2_main_chainmail_100,32,57,43,92,wh2_main_def_greatsword,130.0000,8,small,0,14,32,sword,4.3000,100
wh2_dlc10_def_inf_sisters_of_slaughter,melee_infantry,wh2_dlc10_def_inf_sisters_of_slaughter,100,wh2_main_def_infantry_witch_elves_blood_dismembers,wh2_main_body_5,20,40,58,82,wh2_dlc10_def_sisters_of_slaughter_whip,90.0000,8,small,0,27,11,sword,4.5000,5
wh2_dlc10_def_inf_sisters_of_the_singing_doom_ror_0,melee_infantry,wh2_dlc10_def_inf_sisters_of_the_singing_doom_ror_0,100,wh2_main_def_infantry_witch_elves_blood_dismembers,wh2_main_body_5,24,48,34,82,wh2_main_def_dual_swords_witch_elves,90.0000,8,small,0,30,10,sword,4.6000,5
wh2_dlc10_def_inf_the_bolt_fiends_ror_0,missile_infantry,wh2_dlc10_def_inf_the_bolt_fiends_ror_0,90,wh2_main_def_infantry_blood_dismembers,wh2_main_plate_30,6,24,31,66,wh2_main_def_shortsword,100.0000,8,small,0,19,5,sword,4.3000,30
wh2_dlc10_def_inf_the_hellebronai_ror_0,melee_infantry,wh2_dlc10_def_inf_the_hellebronai_ror_0,120,wh2_main_def_infantry_blood_dismembers,wh2_main_plate_40,8,34,52,76,wh2_main_def_spear_ror,100.0000,8,small,14,19,6,spear,4.6000,40
wh2_dlc10_def_mon_chill_of_sontar_ror_0,monster,wh2_dlc10_def_mon_chill_of_sontar_ror_0,1,wh2_dlc10_hydra_chill_of_sontar,wh2_main_body_60,45,64,41,75,wh2_dlc10_def_war_hydra_ror_0,5000.0000,8,very_large,0,140,300,axe,3.6000,60
wh2_dlc10_def_mon_feral_manticore_0,monster,wh2_dlc10_def_mon_feral_manticore_0,1,wh_dlc01_flying_manticore_blood,wh2_main_body_45,50,40,34,56,wh_dlc03_bst_manticore,2000.0000,8,large,0,290,155,axe,3.6000,45
wh2_dlc10_def_mon_kharibdyss_0,monster,wh2_dlc10_def_mon_kharibdyss_0,1,wh2_dlc10_def_monster_kharibdyss,wh2_main_body_60,45,60,38,65,wh2_dlc10_def_kharibdyss,5000.0000,8,very_large,30,150,350,axe,3.6000,60
wh2_dlc10_def_mon_war_hydra_boss,monster,wh2_dlc10_def_mon_war_hydra_boss,1,wh2_dlc10_def_monster_war_hydra_boss,wh2_main_body_90,45,62,58,65,wh2_dlc10_def_war_hydra_boss,5000.0000,8,very_large,0,440,450,axe,3.6000,90
wh2_dlc10_dwf_cha_thane_ghost_summoned_0,hero,wh2_dlc10_dwf_cha_thane_ghost_summoned_0,1,wh_dlc06_dwf_cha_dwarf_hero_ethereal,wh_main_body_0,30,45,60,100,wh_dlc06_dwf_axe_hero_magical,900.0000,8,small,0,0,250,axe,4.0000,0
wh2_dlc10_dwf_inf_giant_slayers,melee_infantry,wh2_dlc10_dwf_inf_giant_slayers,80,wh_main_dwf_inf_slayers_blood_dismembers,wh_main_body_0,30,48,34,100,wh_dlc10_dwf_slayer_axe_great,160.0000,8,small,30,16,36,axe,4.3000,0
wh2_dlc10_hef_cav_the_fireborn_ror_0,melee_cavalry,wh2_dlc10_hef_cav_the_fireborn_ror_0,60,wh_main_cavalry_rider_standard_blood_fireborn,wh2_main_plate_120,80,45,41,95,wh2_main_hef_lance_dragon_princes_fireborn,100.0000,8,medium,15,13,31,lance,5.0000,120
wh2_dlc10_hef_cav_the_heralds_of_the_wind_ror_0,missile_cavalry,wh2_dlc10_hef_cav_the_heralds_of_the_wind_ror_0,60,wh_main_cavalry_rider_standard_ellyrian_blood,wh2_main_chainmail_40,40,38,31,74,wh2_main_hef_sword_ellyrian_reaver_archers,100.0000,8,medium,0,21,7,sword,4.4000,40
wh2_dlc10_hef_cha_alarielle_the_radiant_0,lord,wh2_dlc10_hef_cha_alarielle_the_radiant_0,1,wh2_dlc10_hef_infantry_hero_alarielle_blood,wh2_main_body_15,23,45,55,85,wh2_dlc10_hef_alarielle_sword,450.0000,8,small,0,200,100,sword,4.0000,15
wh2_dlc10_hef_cha_alarielle_the_radiant_1,lord,wh2_dlc10_hef_cha_alarielle_the_radiant_1,1,wh2_dlc10_hef_infantry_hero_alarielle_blood,wh2_main_body_15,43,45,55,85,wh2_dlc10_hef_alarielle_sword,450.0000,8,small,0,200,100,sword,4.0000,15
wh2_dlc10_hef_cha_alarielle_the_radiant_2,lord,wh2_dlc10_hef_cha_alarielle_the_radiant_2,1,wh2_dlc10_hef_infantry_hero_alarielle_blood,wh2_main_chainmail_50,43,45,55,85,wh2_dlc10_hef_alarielle_sword,450.0000,8,small,0,200,100,sword,4.0000,50
wh2_dlc10_hef_cha_alarielle_the_radiant_3,lord,wh2_dlc10_hef_cha_alarielle_the_radiant_3,1,wh2_dlc10_hef_infantry_hero_alarielle_blood,wh2_main_body_30,62,45,40,85,wh2_main_hef_hero_great_eagle,450.0000,8,small,0,252,168,axe,4.0000,30
wh2_dlc10_hef_cha_alith_anar_0,lord,wh2_dlc10_hef_cha_alith_anar_0,1,wh2_dlc10_hef_infantry_hero_alith_blood,wh2_main_chainmail_40,30,65,45,80,wh2_main_hef_prince_sword,500.0000,8,small,0,260,140,sword,4.0000,40
wh2_dlc10_hef_cha_alith_anar_summoned_0,lord,wh2_dlc10_hef_cha_alith_anar_summoned_0,1,wh2_dlc10_hef_infantry_hero_alith_mirror,wh2_main_chainmail_40,30,65,45,80,wh2_dlc10_hef_alith_anar_mirror,500.0000,8,small,0,0,0,sword,4.0000,40
wh2_dlc10_hef_cha_alith_anar_summoned_1,lord,wh2_dlc10_hef_cha_alith_anar_summoned_1,1,wh2_dlc10_hef_infantry_hero_alith_mirror,wh2_main_chainmail_40,30,65,45,80,wh2_dlc10_hef_alith_anar_mirror_1,500.0000,8,small,0,130,70,sword,4.0000,40
wh2_dlc10_hef_cha_handmaiden_0,hero,wh2_dlc10_hef_cha_handmaiden_0,1,wh2_dlc16_hef_infantry_hero_handmaiden_blood,wh2_main_chainmail_40,22,40,52,75,wh2_dlc10_hef_handmaiden_spear,400.0000,8,small,35,250,110,spear,4.0000,40
wh2_dlc10_hef_cha_handmaiden_1,hero,wh2_dlc10_hef_cha_handmaiden_1,1,wh2_dlc16_hef_infantry_hero_handmaiden_blood,wh2_main_chainmail_40,42,40,52,75,wh2_dlc10_hef_handmaiden_spear,400.0000,8,small,35,250,110,spear,4.0000,40
wh2_dlc10_hef_cha_handmaiden_2,hero,wh2_dlc10_hef_cha_handmaiden_2,1,wh2_dlc16_hef_infantry_hero_handmaiden_blood,wh2_main_chainmail_70,42,40,52,75,wh2_dlc10_hef_handmaiden_spear,400.0000,8,small,35,250,110,spear,4.0000,70
wh2_dlc10_hef_cha_mage_heavens_0,hero,wh2_dlc10_hef_cha_mage_heavens_0,1,wh2_main_infantry_standard_wizard_blood_dismembers_heavens,wh2_main_body_15,15,36,28,60,wh2_main_hef_mage_staff,300.0000,8,small,0,200,85,sword,4.0000,15
wh2_dlc10_hef_cha_mage_heavens_1,hero,wh2_dlc10_hef_cha_mage_heavens_1,1,wh2_main_infantry_standard_wizard_blood_dismembers_heavens,wh_main_plate_45,35,36,28,60,wh2_main_hef_mage_staff,300.0000,8,small,0,200,85,sword,4.0000,45
wh2_dlc10_hef_cha_mage_heavens_2,hero,wh2_dlc10_hef_cha_mage_heavens_2,2,wh2_main_infantry_standard_wizard_blood_dismembers_heavens,wh2_main_plate_110,64,24,18,60,wh2_main_hef_mage_chariot,300.0000,8,small,0,200,85,axe,4.6000,110
wh2_dlc10_hef_cha_mage_shadows_0,hero,wh2_dlc10_hef_cha_mage_shadows_0,1,wh2_main_infantry_standard_wizard_blood_dismembers_shadows,wh2_main_body_15,15,36,28,60,wh2_main_hef_mage_staff,300.0000,8,small,0,200,85,sword,4.0000,15
wh2_dlc10_hef_cha_mage_shadows_1,hero,wh2_dlc10_hef_cha_mage_shadows_1,1,wh2_main_infantry_standard_wizard_blood_dismembers_shadows,wh_main_plate_45,35,36,28,60,wh2_main_hef_mage_staff,300.0000,8,small,0,200,85,sword,4.0000,45
wh2_dlc10_hef_cha_mage_shadows_2,hero,wh2_dlc10_hef_cha_mage_shadows_2,2,wh2_main_infantry_standard_wizard_blood_dismembers_shadows,wh2_main_plate_110,64,24,18,60,wh2_main_hef_mage_chariot,300.0000,8,small,0,200,85,axe,4.6000,110
wh2_dlc10_hef_cha_shadow_walker,hero,wh2_dlc10_hef_cha_shadow_walker,1,wh2_dlc10_hef_infantry_shadow_walker,wh2_main_chainmail_40,30,40,45,76,wh2_main_hef_prince_sword,500.0000,8,small,0,260,140,sword,4.0000,40
wh2_dlc10_hef_inf_dryads_0,melee_infantry,wh2_dlc10_hef_inf_dryads_0,100,wh_dlc05_wef_inf_dryad,wh2_main_body_60,18,35,25,65,wh_dlc05_wef_dryads_claw,140.0000,8,small,0,35,5,axe,4.2000,60
wh2_dlc10_hef_inf_everqueens_court_guards_ror_0,missile_infantry,wh2_dlc10_hef_inf_everqueens_court_guards_ror_0,80,wh2_main_hef_infantry_fast_blood_dismembers,wh2_main_chainmail_40,7,45,48,92,wh2_dlc10_hef_sword_sisters,100.0000,8,small,0,22,10,sword,4.3000,40
wh2_dlc10_hef_inf_keepers_of_the_flame_ror_0,melee_infantry,wh2_dlc10_hef_inf_keepers_of_the_flame_ror_0,100,wh2_dlc10_hef_inf_keepers_of_the_flame_ror,wh2_main_plate_110,10,48,50,100,wh2_main_hef_halberd_ror,150.0000,8,small,20,11,25,spear,4.9000,110
wh2_dlc10_hef_inf_shadow_walkers_0,missile_infantry,wh2_dlc10_hef_inf_shadow_walkers_0,60,wh2_dlc10_hef_infantry_fast_shadow_blood_dismembers,wh2_main_leather_30,12,40,32,75,wh2_dlc10_hef_dual_swords_shadow,100.0000,8,small,0,24,10,sword,4.6000,30
wh2_dlc10_hef_inf_shadow_warriors_0,missile_infantry,wh2_dlc10_hef_inf_shadow_warriors_0,80,wh2_dlc10_hef_infantry_fast_shadow_blood_dismembers,wh2_main_leather_30,10,36,22,72,wh2_dlc10_hef_sword_shadow,100.0000,8,small,0,22,10,sword,4.3000,30
wh2_dlc10_hef_inf_sisters_of_avelorn_0,missile_infantry,wh2_dlc10_hef_inf_sisters_of_avelorn_0,80,wh2_main_hef_infantry_fast_blood_dismembers,wh2_main_chainmail_40,7,36,38,82,wh2_dlc10_hef_sword_sisters,100.0000,8,small,0,22,10,sword,4.3000,40
wh2_dlc10_hef_inf_the_grey_ror_0,missile_infantry,wh2_dlc10_hef_inf_the_grey_ror_0,80,wh2_dlc10_hef_infantry_fast_shadow_blood_dismembers,wh2_main_leather_30,10,45,29,82,wh2_dlc10_hef_sword_shadow,100.0000,8,small,0,22,10,sword,4.3000,30
wh2_dlc10_hef_inf_the_scions_of_mathlann_ror_0,melee_infantry,wh2_dlc10_hef_inf_the_scions_of_mathlann_ror_0,120,wh2_main_hef_infantry_heavy_blood_dismembers,wh2_main_chainmail_40,4,27,48,80,wh2_main_hef_spear,150.0000,8,small,15,19,6,spear,4.8000,40
wh2_dlc10_hef_inf_the_silverpelts_ror_0,melee_infantry,wh2_dlc10_hef_inf_the_silverpelts_ror_0,100,wh2_main_hef_infantry_heavy_blood_dismembers,wh2_main_plate_90,18,45,36,85,wh2_main_hef_greataxe_ror,150.0000,8,small,0,9,25,axe,4.4000,90
wh2_dlc10_hef_inf_the_storm_riders_ror_0,missile_infantry,wh2_dlc10_hef_inf_the_storm_riders_ror_0,90,wh2_main_hef_infantry_fast_blood_dismembers,wh2_main_chainmail_40,4,29,41,80,wh2_main_hef_spear_guard,100.0000,8,small,16,20,8,spear,4.2000,40
wh2_dlc10_hef_mon_treekin_0,monstrous_infantry,wh2_dlc10_hef_mon_treekin_0,16,wh_dlc05_wef_monster_treekin,wh2_main_body_90,12,26,46,70,wh_dlc05_wef_treekin_claws,1500.0000,8,large,0,60,26,axe,4.0000,90
wh2_dlc10_hef_mon_treeman_0,monster,wh2_dlc10_hef_mon_treeman_0,1,wh_dlc05_wef_inf_treeman,wh2_main_body_110,30,52,56,90,wh_dlc05_wef_treeman_claws,7000.0000,8,very_large,0,140,380,axe,4.0000,110
wh2_dlc10_lzd_mon_carnosaur_boss,monster,wh2_dlc10_lzd_mon_carnosaur_boss,1,wh2_main_lzd_mon_carnosaur_boss,wh2_main_body_95,73,73,42,60,wh2_dlc10_lzd_feral_carnosaur_boss,7500.0000,8,very_large,35,210,630,axe,3.6000,95
wh2_dlc10_nor_mon_phoenix_flamespyre_boss,monster,wh2_dlc10_nor_mon_phoenix_flamespyre_boss,1,wh2_dlc10_hef_mon_phoenix_boss,wh2_main_body_30,54,54,55,78,wh2_dlc10_hef_flamespyre_phoenix_boss,3500.0000,8,large,0,240,280,axe,4.0000,30
wh2_dlc10_skv_mon_hell_pit_abomination_boss,monster,wh2_dlc10_skv_mon_hell_pit_abomination_boss,1,wh2_dlc10_skv_monster_hell_pit_abomination_boss,wh2_main_body_100,25,38,60,90,wh2_dlc10_skv_hell_pit_abomination_boss,5000.0000,8,very_large,20,350,450,axe,3.2000,100
wh2_dlc11_cst_art_carronade,warmachine,wh2_dlc11_cst_art_carronade,44,wh2_dlc16_infantry_zombie_blood_crew,wh2_main_leather_20,5,10,6,40,wh_main_vmp_sword_zombie,90.0000,8,small,0,16,2,sword,4.3000,20
wh2_dlc11_cst_art_mortar,warmachine,wh2_dlc11_cst_art_mortar,44,wh2_dlc16_infantry_zombie_blood_crew,wh2_main_leather_20,5,10,6,40,wh_main_vmp_sword_zombie,90.0000,8,small,0,16,2,sword,4.3000,20
wh2_dlc11_cst_art_queen_bess,warmachine,wh2_dlc11_cst_art_queen_bess,48,wh2_dlc16_infantry_zombie_blood_crew,wh2_main_leather_30,5,14,9,40,wh2_dlc11_cst_dual_sword,90.0000,8,small,0,22,7,sword,4.3000,30
wh2_dlc11_cst_cav_deck_droppers_0,war_beast,wh2_dlc11_cst_cav_deck_droppers_0,24,wh_main_infantry_zombie_blood_dismembers,wh2_main_leather_15,16,26,22,40,wh_main_vmp_fell_bats,90.0000,8,small,0,20,6,knife,4.3000,15
wh2_dlc11_cst_cav_deck_droppers_1,war_beast,wh2_dlc11_cst_cav_deck_droppers_1,24,wh_main_infantry_zombie_blood_dismembers,wh2_main_leather_15,16,26,22,40,wh_main_vmp_fell_bats,90.0000,8,small,0,20,6,knife,4.3000,15
wh2_dlc11_cst_cav_deck_droppers_2,war_beast,wh2_dlc11_cst_cav_deck_droppers_2,24,wh_main_infantry_zombie_blood_dismembers,wh2_main_leather_15,16,26,22,40,wh_main_vmp_fell_bats,90.0000,8,small,0,20,6,knife,4.3000,15
wh2_dlc11_cst_cav_deck_droppers_ror_0,war_beast,wh2_dlc11_cst_cav_deck_droppers_ror_0,24,wh_main_infantry_zombie_blood_dismembers,wh2_main_leather_15,16,34,29,50,wh_main_vmp_fell_bats,90.0000,8,small,0,20,6,knife,4.3000,15
wh2_dlc11_cst_cav_knights_errant_0,melee_cavalry,wh2_dlc11_cst_cav_knights_errant_0,60,wh_main_cavalry_rider_standard_ethereal,wh_main_body_0,55,28,28,35,wh2_dlc11_cst_damned_lance_errant,100.0000,8,medium,0,0,30,lance,5.1000,0
wh2_dlc11_cst_cav_knights_errant_1,melee_cavalry,wh2_dlc11_cst_cav_knights_errant_1,60,wh_main_cavalry_rider_standard_ethereal,wh_main_body_0,65,36,28,35,wh2_dlc11_cst_damned_lance_errant,100.0000,8,medium,0,0,30,lance,5.1000,0
wh2_dlc11_cst_cav_knights_errant_2,melee_cavalry,wh2_dlc11_cst_cav_knights_errant_2,75,wh_main_cavalry_rider_standard_ethereal,wh_main_body_0,65,36,28,35,wh2_dlc11_cst_damned_lance_errant,100.0000,8,medium,0,0,30,lance,5.1000,0
wh2_dlc11_cst_cav_knights_of_the_realm,melee_cavalry,wh2_dlc11_cst_cav_knights_of_the_realm,75,wh_main_cavalry_rider_standard_ethereal,wh_main_body_0,75,42,28,40,wh2_dlc11_cst_damned_lance_knights_of_the_realm,100.0000,8,medium,10,0,37,lance,5.1000,0
wh2_dlc11_cst_cav_questing_knights_0,melee_cavalry,wh2_dlc11_cst_cav_questing_knights_0,75,wh_main_cavalry_rider_standard_ethereal,wh_main_body_0,51,50,38,45,wh2_dlc11_cst_damned_great_sword_questing,100.0000,8,medium,0,0,50,sword,4.3000,0
wh2_dlc11_cst_cha_aranessa_0,lord,wh2_dlc11_cst_cha_aranessa_0,1,wh2_dlc11_cst_cha_aranessa_blood,wh2_main_leather_20,35,60,60,75,wh2_dlc11_cst_halberd_aranessa,900.0000,8,small,35,130,300,spear,4.0000,20
wh2_dlc11_cst_cha_aranessa_1,lord,wh2_dlc11_cst_cha_aranessa_1,1,wh2_dlc11_cst_cha_aranessa_blood,wh2_main_body_120,35,50,60,75,wh2_dlc11_cst_halberd_aranessa,900.0000,8,small,35,130,300,spear,4.0000,120
wh2_dlc11_cst_cha_cylostra_direfin_0,lord,wh2_dlc11_cst_cha_cylostra_direfin_0,1,wh2_dlc11_cst_cylostra_direfin,wh_main_body_0,30,44,35,60,wh2_dlc11_cst_caster_cylostra_direfin,400.0000,8,small,0,0,300,sword,4.0000,0
wh2_dlc11_cst_cha_cylostra_direfin_1,lord,wh2_dlc11_cst_cha_cylostra_direfin_1,1,wh2_dlc11_cst_cylostra_direfin,wh2_main_bone_150,24,52,42,60,wh2_dlc11_cst_rotting_leviathan_claws,400.0000,8,small,0,120,360,axe,3.2000,150
wh2_dlc11_cst_cha_damned_paladin_0,hero,wh2_dlc11_cst_cha_damned_paladin_0,1,wh2_dlc11_infantry_damned_paladin_hero,wh_main_body_0,40,45,40,45,wh2_dlc11_sword_damned_paladin,600.0000,8,small,20,0,390,sword,4.0000,0
wh2_dlc11_cst_cha_damned_paladin_1,hero,wh2_dlc11_cst_cha_damned_paladin_1,1,wh2_dlc11_infantry_damned_paladin_hero,wh_main_body_0,70,45,40,45,wh2_dlc11_sword_damned_paladin,600.0000,8,small,20,0,390,sword,4.0000,0
wh2_dlc11_cst_cha_gunnery_wight_0,hero,wh2_dlc11_cst_cha_gunnery_wight_0,1,wh2_dlc16_infantry_standard_fast_hero_blood_dismembers_low_kb_resist,wh2_main_leather_30,15,34,38,60,wh2_dlc11_cst_sword_hero_gunnery_wight,900.0000,8,small,0,260,140,sword,4.0000,30
wh2_dlc11_cst_cha_gunnery_wight_1,hero,wh2_dlc11_cst_cha_gunnery_wight_1,1,wh2_dlc16_infantry_standard_fast_hero_blood_dismembers_low_kb_resist,wh2_main_body_120,30,38,46,60,wh2_dlc11_cst_promethean_gunnery_wight,900.0000,8,small,0,105,245,axe,3.8000,120
wh2_dlc11_cst_cha_luthor_harkon_0,lord,wh2_dlc11_cst_cha_luthor_harkon_0,1,wh2_dlc11_infantry_luthor_harkon_hero_blood,wh2_main_plate_90,20,70,50,80,wh2_dlc11_cst_sword_luthor_harkon,900.0000,8,small,0,310,170,sword,4.0000,90
wh2_dlc11_cst_cha_luthor_harkon_1,lord,wh2_dlc11_cst_cha_luthor_harkon_1,1,wh2_dlc11_infantry_luthor_harkon_hero_blood,wh2_main_bone_80,40,45,47,80,wh2_dlc11_cst_terrorgheist,900.0000,8,small,25,145,385,axe,4.0000,80
wh2_dlc11_cst_cha_mourngul_haunter,hero,wh2_dlc11_cst_cha_mourngul_haunter,1,wh2_dlc11_cst_cha_mourngul_haunter_blood,wh2_main_body_40,40,48,38,60,wh2_dlc11_cst_claws_mourngul_haunter,2500.0000,8,large,0,140,280,axe,3.0000,40
wh2_dlc11_cst_cha_vampire_fleet_admiral_0,lord,wh2_dlc11_cst_cha_vampire_fleet_admiral_0,1,wh_main_infantry_standard_fast_hero_blood_dismembers,wh2_main_plate_70,25,45,60,75,wh2_dlc11_cst_halberd_admiral,600.0000,8,small,25,120,280,spear,4.0000,70
wh2_dlc11_cst_cha_vampire_fleet_admiral_1,lord,wh2_dlc11_cst_cha_vampire_fleet_admiral_1,1,wh_main_infantry_standard_fast_hero_blood_dismembers,wh2_main_body_120,25,35,60,75,wh2_dlc11_cst_promethean_admiral_halberd,600.0000,8,small,25,120,280,axe,3.8000,120
wh2_dlc11_cst_cha_vampire_fleet_admiral_death_0,lord,wh2_dlc11_cst_cha_vampire_fleet_admiral_death_0,1,wh_main_infantry_standard_fast_hero_blood_dismembers,wh2_main_plate_70,25,45,60,75,wh2_dlc11_cst_halberd_admiral,600.0000,8,small,25,120,280,spear,4.0000,70
